,Title,Opinion,Place,Gender,Age,Country,Date,Label,Lang
1792,paseo en pareja,jardin pequeno muy bien cuidado y si participaste en algun paseo guiado sabras su historia esta en el centro por lo que es mejor ir en taxi y recorrer lo interesante del centro a pie,Jardín de la Unión,Male,26,México,06/09/2016,1,es
1132,vista inigualable,el lugar es pequeno pero una hermosa vista habia muchos guias de turistas ofreciendo sus servicios y habia muchas cosas que puedes comprar,Monumento Pípila,Female,42,México,28/04/2012,1,es
2771,buen lugar,es un teatro muy bonito  recomendable la arquitectura que tiene es muy linda y esta ubicado en el centro muy buen lugar para visitar,Teatro Juárez,Male,52,México,28/12/2013,1,es
736,por conocer su arquitectura,este mercado no difiere nada de cualquier mercada que podemos encontrar en nuestras ciudades de origen sin embargo es recomendable conocerlo por su arquitectura fue pensado para una estacion de tren en su momento fue restaurado y bien vale la pena visitarlo por la condicion que guarda,Mercado Hidalgo,Female,45,México,02/10/2017,0,es
3902,bello lugar para pasar con la pareja,es una parada obligada para tomar fotos es muy romantico es un must pasar por el jardin en el dia y en la noche ya que de dia se observa a detalle las carateristicas y belleza del lugar pero en la noche se ilumina para volverse un lugarincreiblemente romantico con sus fuentrs iluminadas los restaurantes tan exquisitos que seencuentran al rededor en alguno de los cuales se puede disfrutar una cena a la luz de las velas con un trobador cantando o bien una cena elegante enfrente de el teatro juarez y al lado del jardin,Jardín de la Unión,Female,-1,México,06/09/2015,1,es
1784,variedad de obras,un museo completo con obras de distintas epocas y estilos de diego rivera bien complementando con exposiciones temporales de otros artistas en un ambiente especial por ser uno de los hogares del artista,Casa de Diego Rivera,Male,39,México,16/08/2015,1,es
174,las momias que no son momias,la visita a este museo es obligada en guanajuato lo primero que hay que saber es que el lugar si es accesible por auto propio y aunque tiene un estacionamiento pequeno casi siempre hay lugares porque la mayoria de los visitantes van en transporte especial el museo se recorre en  o  minutos las momias realmente no son momias sino cuerpos que se calsificaron y conservaron en sus tumbas y luego fueron exhumados sorprendentemente algo conservados pero igual es una buena experiencia  para tomar fotos hay que pagar una cuota,Museo de las Momias,Male,45,México,15/07/2017,0,es
3287,un lugar que no debe faltar en el recorrido,hermosa joya arquitectonica te transportas a las epocas de antano en cada paso que das dentro del lugar,Teatro Juárez,Female,46,México,23/08/2016,1,es
2723,majestuoso una joya del porfiriato,es punto de reunion para las callejoneadas no puedes dejar de visitar este recito es una joya que se construyo en epoca de porfirio diaz ha sido marco de novelas peliculas y videos musicales asi como el mercado hidalgo son dos edificios hermosos que no deben dejar de visitar,Teatro Juárez,Female,39,México,15/03/2016,1,es
9,arquitectura,esta iglesia es muy bonita pero mas en su parte exterior esta llena de historia y se rodea de una plaza que destaca su arquitectura,Basilica Colegiata,Male,-1,México,2018,0,es
898,muchas obras de arte,se pueden apreciar bastantes obras de arte de muchas personas no solo de diego rivera y de muchos estilos,Casa de Diego Rivera,Male,31,Panamá,20/09/2015,1,es
4116,divertidisimo,siempre es una aventura este callejon la leyenda que te cuentan es muy bonita y te dicen que si te besas ahi tienes  anos de buena suerte asi que creas o no mas vale ir con pareja o buscarse una porque  anos de suerte bien vale la pena,Callejón del Beso,Female,22,México,15/11/2016,1,es
3136,la mejor vista de la ciudad,sin duda el mejor sitio para apreciar esta ciudad colonial vale la pena subir caminando entre los callejones,Monumento Pípila,Male,31,México,18/07/2017,1,es
3377,teatro juarez,excelente arquitectura buena acustica y eventos realmente buenos es especialmente bueno con los eventos del ccervantino pues la acustica ayuda a la presentaciones,Teatro Juárez,Female,20,México,05/11/2012,1,es
2499,ven y conoce la leyenda,"si vienes a guanajuato tienes que pasar a conocer el callejon
del beso ya sea mediante una callejoneada o simplemente
llegar y que la gente que se encuentra ahi te relate la famosa
leyenda y si vas con tu pareja tienen que darse el famoso 
beso o seran anos de mala suerte",Callejón del Beso,Male,-1,N/I,2018,1,es
725,buena vista,en realidad se aprecia mejor el monumento desde abajo pero es necesario subir para ver el centro de guanajuato desde las alturas el costo del funicular se me hizo excesivo pero ya de noche no era recomendable subir por los callejones,Monumento Pípila,Male,36,México,26/09/2016,0,es
2161,hechos historicos,edificio famoso de la historia de mexico en el cual fue atacado por las fuerzas de miguel hidalgo y aca se presento la gesta historia del pipila el cual prendio fuego al porton y asi poder entrar al recinto donde fueron asesinadas muchas personas,Alhóndiga,Male,68,México,05/05/2015,1,es
2182,majestuoso,no se sabe a ciencia cierta si la historia del pipila es real pero mas alla de ello es un homenaje a una figura que resulta impresionante lo mas impactante sin dudas es la vista imperdible de la ciudad de guanajuato que en si misma es maravillosa,Monumento Pípila,Female,50,Argentina,17/02/2017,1,es
240,museo de las momias,pues para la fama que tiene el lugar la verdadme decepcionoempezando por que tuvimos que hacer una enorme fila solo para comprar los boletos de entrada entre la fila para comprarlos y la otra fila para entrar se nos fueron como  horas sin exagerar el costo de la entrada algo cara  pesos por persona digo cara por que el museo lo recorres maximo en media horaa los turistas nos cobran muchoa las personas que son de guanajuato les cobran mucho menos la verdad que sacan una fortuna solo de las entradas deberian de bajar el costo cuando mucho a la mitad de lo que esta que no dejaria de ser caro,Museo de las Momias,Male,44,México,20/09/2013,0,es
1091,paseo obligado,"sobre la calle principal el paseo te lleva hasta un impresionante edificio con una gran entrada que adentro alberga un monton de olores colores sensaciones comidas tipicas venta de chucherias artesanias curiosidades 
es parte del paseo del casco historico de la ciudad que se recorre caminando vale la pena entrar y recorrerlo",Mercado Hidalgo,Female,61,Argentina,02/11/2016,1,es
2184,bonito,el mercado tiene una estructura de hierro muy bonita venden de todo compre unas remeras de recuerdo  tambien un cuchillo,Mercado Hidalgo,Female,55,Argentina,08/06/2016,1,es
3238,bonita vista,desde este lugar podras admirar la ciudad de guanajuato ademas de subir al monumento y ahi podras comprar recuerdos y artesanias del lugar tambien se puede visitar de noche y la vista es espectacular,Monumento Pípila,Male,24,México,04/02/2015,1,es
4303,imperativo visitarlo,el monumento al pipila estando al tope de uno de los cerros en guanajuato ostenta una si no la mejor vista a la ciudad es obligatorio ir mas de noche cuando las luces de los lugares importantes iluminan la ciudad,Monumento Pípila,Male,29,México,29/08/2016,1,es
2697,precioso,el teatro juarez es una edificacion magica su arquitectura su ambiente su iluminacion ornamental su limpieza y su alto grado de conservacion lo hacen un parada obligatoria en tu visita a guanajuato les recomiendo mucho visitarlo de noche ya que la vista es simplemente espectacular,Teatro Juárez,Male,42,México,01/10/2014,1,es
3755,excelente museo,ir a guanajuato y no visitar este lugar es como si no fueras a gto a mejorado a cuando fui hace  anos,Museo de las Momias,Male,-1,México,2018,1,es
3739,excelente vista,una parada obligada en guanajuato para observar la mayor parte de la ciudad y sus puntos de interes excelente lugar para fotografias y con venta de antojitos para que disfrutes mejor la vista,Monumento Pípila,Male,24,Belice,23/08/2016,1,es
3996,museo conocido mundialmente pero mal conservado,si vas a guanajuato no te puedes perder viistar este museo tiene muchas momias en exibicion sin embargo el edificio se ve sucio y deteriorado sera por lo poco que cobran la entrada he estado en museos de todo el mundo y me parecio ridiculo el costo es interesante leer la informacion de cada momia pero les falta algo mas vistoso o mas detallado me dio tristeza que en mexico no le den tanta importancia a lo que posee,Museo de las Momias,Female,65,México,31/10/2016,1,es
138,la construccion es muy bella,la comida que se vende podria mejorar y el orden y la organizacion de los negocios por fuera siento que no parece un mercado yo incluso imagine que podria ser una pequena iglesia o capilla venden muchos dulces y cajeta,Mercado Hidalgo,Female,40,México,27/10/2014,0,es
1022,unico,es el jardin mas pequeno que he visitado pero realmente divertido muy bonito y siempre lleno de gente,Jardín de la Unión,Male,-1,México,22/10/2016,1,es
759,pequeno muy caro morboso,siempre anexan expos por ejemplo el museo de la tortura para sacar mas dinero como guanajuato exhibe este museo con orgullo teniendo otras opciones historicas y culturales mas interesantes no me parece una propuesta etica el acervo de este museo,Museo de las Momias,Female,24,México,14/05/2015,0,es
2598,visitenlo lo recomiendo,este mercado te ofrece comida rica popular de guanajuato entre muchas cosas tipicas de la region visitenlo,Mercado Hidalgo,Female,54,México,16/09/2015,1,es
1808,el inicio y el fin de cualquier recorrido,el jardin de la union es el punto de encuentro de la ciudad se puede comer muy a gusto en valadez tomar unos tragos en los bares pequenos pero bien surtidos o visitar la maravilla arquitectonica del teatro juarez muy recomendable para iniciar la manana leyendo el periodico pasar la tarde con amigos o comenzar una noche de callejoneada infaltable en cualquier visita a guanajuato,Jardín de la Unión,Male,23,México,16/09/2016,1,es
3117,lugar hermoso,"por suerte cuando fuimos mi novio y yo no habia mucha gente
y te puedes tomar la foto o tambien hay personas que la 
toman por ti pero te cobran aproximadamente  pesos 
mexicanos y te entregan la foto 
m e encanto este lugar caminar por los callejones 
espero volver pronto",Callejón del Beso,Female,-1,N/I,2019,1,es
1464,romantico,como todo callejon su leyenda es triste y romantica se dice que tienes que darte el beso con tu pareja en el er escalon pintado de rojo para tener anos de suerte sino te das el beso tendras mala suerte puedes dejar tu candadito con el nombre de tu pareja sobre los barandales o sobre la ventana hay tiendas cercas donde puedes comprar algunos recuerdos recomendado para las parejas que llegan a guanajuato,Callejón del Beso,Male,19,México,21/12/2016,1,es
1996,buen edificio y un sello de guanajuato,es un edificio caracteristico de guanajuato tiene una gran historia y es un sello indiscutible de la ciudad,Universidad de Guanajuato,Female,36,México,27/09/2016,1,es
3430,el corazon de guanajuato,es el mero centro de guanajuato todo los caminos llevan o pasan por el jardin de la union hermoso jardin con amplia variedad de cafes y restaurantes vale la pena hacer una pausa y compartir solo o acompanado unos momentos en sus bancas,Jardín de la Unión,Male,-1,México,17/10/2016,1,es
1867,entre lo historico lo bohemio y lo magico,este es un lugar obligado al venir a guanajuato ya sea para conocer las iglesias catolicas de sus alrededores el gran teatro juarez disfrutar del excelente ambiente comida y bebida de sus muchos bares y restaurantes o simplemente para contemplar el magico lugar disfrutar de la variada musica de sus artistas callejeros como bandas mariachis o grupos nortenos en la noche es el punto de partida de las callejoneadas con las estudiantinas por las estrechas calles de la ciudad algo innolvidable,Jardín de la Unión,Male,41,México,18/10/2016,1,es
